The Uncle | Stric,/en/movie-tiff/movie/14513,"The film appears to be set in the late 1980s Yugoslavia, as a family welcomes their beloved uncle, who has returned home from Germany for the holidays. The reunited family enjoys the Christmas lunch until a smartphone starts ringing. It’s a sign that it is not the 1980s, it’s not quite Christmas time either, and it is not just the served turkey that can be cut with a knife – the tension can too. A sharp chamber thriller that plays an imaginative game challenging the boundaries of truth, representation, and memory of the past."
"My Friend, Lefterakis | Ο φίλος μου, ο Λευτεράκης",/en/movie-tiff/movie/14547,"In his effort to cover his love affairs from his wife, Theodoros has invented Lefterakis – an imaginary friend from Patras. His system seems to work, until, one day, Lefterakis shows up at his doorstep, alive and kicking. Τheodoros loses his mind and tries to convince Lefterakis that he does not… exist."
Mother and Son | Un Petit Frère,/en/movie-tiff/movie/14699,"Set in the late 1980s, this subtly crafted drama unfolds with delicacy and through embroidered-like imagery, to tell the story of Rose, a woman who moves from Ivory to the Parisian suburbs with her two young sons. Spanning 20 years from their arrival in France, Leonor Serraille’s follow-up to her Camera d’Or-winner Jeune Femme (Cannes 2017) is the moving chronicle of the construction and deconstruction of a family. A poetic elegy on coming-of-age as an unearthly process, is at the same time a sensitive and complex inspection of the imaginary boundary between childhood and adulthood, innocence and experience – led by a superb female performance and vibrating with emotion and an invincible sense of freedom."
Eve | Εύα,/en/movie-tiff/movie/14698,"During her summer vacation, a married woman, Eve, meets a young man with whom she lives a brief love affair, provoking her husband's rage and the censure of the island's small community."
Reconstruction | Αναπαράσταση,/en/movie-tiff/movie/14691,"After years of working in Germany as an immigrant, a man returns to his village of Tymfea, in Epirus: a handful of stone houses in a desolate, rugged part of Greece, depopulated by many years of immigration and home to the few remaining inhabitants. A few days later, his wife, with the help of her lover, kills him, buries him in the garden, and tells everyone that he has gone back to Germany. The man’s sudden departure makes the villagers suspicious and soon the police arrive. That is the crux of the story that will develop through different investigations: the one conducted by the bureaucracy (the examining magistrate) which wants to find a perpetrator and close the case; and the one conducted by a group of journalists, which by recording the testimonials of the villagers, highlights the sociological framework that generated these events, as well as the dramatic social reality of the village which remains an open wound."
A E I O U – A Quick Alphabet of Love | A E I O U – Das schnelle Alphabet der Liebe,/en/movie-tiff/movie/14474,"An actress is mugged in front of a trendy bar in West Berlin. Barging into her, a young man takes her handbag and runs off into the night. A short while later, they meet again. Anna (Sophie Rois) and Adrian (Milan Herms). This time she is his teacher and is supposed to improve his speaking skills. Adrian is an orphan and considered a “difficult case.” Anna is an actress but hasn't been working for a while. Both have strayed from their path and don’t quite fit in. She thought it would never happen to her again. He didn’t even know such a thing existed. A woman, a boy, and another impossible love story."
A Ballad | Balada,/en/movie-tiff/movie/14569,"A Ballad follows 30-year-old unambitious Meri, a housewife and a mother of an 8-year-old girl Mila, whose 14 years older husband Hasan throws her out of their home in a fit of jealous rage. After returning to her parents’ home without her daughter, whom Hasan decided to keep, Meri realizes she is trapped in a wicked circle of provincial laws and rules, and her family’s needs and ambitions. Trying to find herself, Meri auditions for a film that is to be shot in the neighborhood. Adapted from a famous South Slavic folk ballad, this optimistic exploration of love, freedom, and art, renders in cinema the tumbling pathos of a slow, emotive song. Through the rhythmical transition between realistic sequences and more experimental interludes, and from comical confrontations to moments of contemplation, the film invites us to follow the pace of a beating heart."
The Volunteer | La Voluntaria,/en/movie-tiff/movie/14716,"Marisa Sola, a 65-year-old doctor that just retired, is dying to have her own grandchildren, but for some inexplicable reason none of her children has granted her this satisfaction. After a heated argument during a family dinner, Marisa decides to leave everything and travel to a refugee camp in Greece, where she believes the children need people just like her. Upon her arrival, she discovers a reality that she could never have imagined and which leads her to explore the boundaries between love and the need to feel useful... An insightful view into the human landscape of disaster caused by forced movement, questioning the power game between intruding gazes and the possibility to remain an external observer in the face of a humanitarian crisis."
Tori and Lokita | Tori et Lokita,/en/movie-tiff/movie/14679,"In Belgium today, a young boy and an adolescent girl who have travelled alone from Africa pit their invincible friendship against the difficult conditions of their exile."
Under the Lake | Under the Lake,/en/movie-tiff/movie/14647,"As a mountainous village in Greece sinks under the lake, the memories of its inhabitants emerge from the water."
Empire of Light | Empire of Light,/en/movie-tiff/movie/14722,"Academy-Award-winner Sam Mendes brings to focus the boundless energy of the late 70s and early 80s, a time of great political upheaval and a creative period for music and culture in the UK. Empire of Light feels like a love letter to seventh art, and the story follows two employees of an English coast cinema, Hilary and Stephen, who find refuge in each other. Mendes hand-picks the songs of his film, such as “Too Much Too Young” by The Specials and “Mirror in the Bathroom” by The Beat or “Love Will Tear Us Apart” by Joy Division and “Spellbound” by Siouxsie and the Banshees. The result is an emotional ode to music and cinema, a personal film that evokes a “golden” past, without, however overlooking the larger social issues of the time."
Emily the Criminal,/en/movie-tiff/movie/14471,"Emily is saddled with student debt and locked out of the job market due to a minor criminal record. Desperate for income, she takes a shady gig as a “dummy shopper,” buying goods with stolen credit cards supplied by a middleman named Youcef. Faced with a series of dead-end job interviews, Emily soon finds herself seduced not only by the quick cash and illicit thrills of black market capitalism, but also by her ardent mentor Youcef."
"Luxembourg, Luxembourg",/en/movie-tiff/movie/14578,"There are many beautiful places to die. Luxembourg is not one of them. But beautiful or not, Luxembourg makes dying very expensive. When twin brothers hear that their long-absent father is sick in Luxembourg, they set out on a journey from Ukraine to Central Europe to see him one last time. Will the man they find be the bad-ass dad they remember?"
Nightsiren | Svetlonoc,/en/movie-tiff/movie/14570,"A young woman returns to her native mountain village, searching for answers about her troubled childhood, but as she tries to uncover the truth, ancient legends begin to invade modern reality, leading the villagers to accuse her of witchcraft and murder. Αddressing the resurgence of ancient beliefs in modern-day Slovakia and how issues such as misogyny, xenophobia, and mass hysteria still prevail in our modern world, this is a captivating story of what it takes to be free when we choose to step off the beaten path, made by a courageous woman filmmaker previously devoted in negotiating the boundaries of reality through documentary film."
Phantom Project | Proyecto fantasma,/en/movie-tiff/movie/14466,"Pablo is a young actor who dreams of staring at a film. Still, in order to make ends meet he has to work as a simulated patient in medical schools and weird sessions of alternative therapies. But it's not only his career that becomes stuck; his life also seems to be spiraling, as he is still in love with his successful ex-boyfriend, while his roommate disappeared without paying the rent, leaving behind several problems – among them... a ghost. This is the start of Pablo's journey through an unassuming neighborhood of Santiago de Chile, meeting new friends and allies, and finding out that the path to fulfilling his dreams will be more tangled and stranger than he thought. Filmed in early 2021, when pandemic restrictions were still in full force in Chile, and drawing on the filmmaker’s personal experiences and references, this twisted comedy provides a new definition of the “indie” genre, with dramatic and spooky moments alternating with scenes of pure millennial introspection."
A Piece of Sky | Drii Winter,/en/movie-tiff/movie/14477,"In a remote Alpine village isolated from the outside world, young love is put to the test. Anna comes from the village and has a daughter from an earlier relationship, while Marco is an outsider from the flatlands hired by the mountain farmers to work the rugged land. Together they experience the joy of new love and the closeness of family. But when Marco suddenly starts losing control over his impulses and behaving erratically, a new tension rises in the community. Through the changing seasons and the harshness of life, Anna fights to preserve a love she believes can outshine even death."
Safe Place | Sigurno Mjestro,/en/movie-tiff/movie/14536,"A traumatic event – a suicide attempt – creates a rift in the family’s everyday life. Their lives fundamentally change, as if they are waging a war invisible to everyone else. The source of the story is autobiographical, it is addressed in the film and highlighted by the fact that the author/director plays himself."
The Engagement | Τ’ αρραβωνιάσματα,/en/movie-tiff/movie/14577,A young couple’s romance comes to a tragic end when they learn that they are siblings.
Piaffe | Piaffe,/en/movie-tiff/movie/14554,"When her sibling Zara (played by a non-binary artist) suffers a nervous breakdown, the introvert Eva is forced to take on Zara’s job as a foley artist. She struggles to create sounds for a commercial featuring a horse, when a horsetail grows out of her body. Empowered by this change in her body, she lures a botanist into an affair, through a game of submission. A visceral journey into control, gender, and artifice, the sensational debut feature of a visual artist introduces the genre of ""body pleasure."" Shot in a textured, luscious 16mm film, and treating the sound design with warm meticulousness, this is a prime example of cinema that triggers, foreplay, climax, and all sorts of petit morts."
Plan 75,/en/movie-tiff/movie/14497,"In Japan, government program Plan 75 encourages senior citizens to be voluntarily euthanized to remedy a super-aged society. An elderly woman whose means of survival are vanishing, a pragmatic Plan 75 salesman, and a young Filipino laborer face choices of life and death. A quietly subversive yet chilling look at a callous future society, unveiling the beauty and dignity of human life behind the benevolent facade."
The Ordinaries,/en/movie-tiff/movie/14690,"In a repressive three class-society, Paula, a simple Supporting Character, is about to face the most important test of her life: she has to prove she deserves to be a Lead. She is at the top of her class at the Main Character School – but so far has failed in generating great emotional music. In search of a solution, she finds herself in the abyss of the cinematic world, on the fringes of the storyline, and lost amongst the Outtakes."
Dirty Difficult Dangerous,/en/movie-tiff/movie/14571,"Roaming the streets of Beirut searching for metal objects to be recycled, Ahmed, a Syrian refugee, thought he’d find love with Mehdia, an Ethiopian domestic. But in this city, such a story seems almost impossible. Will this couple be able to find the way to the freedom given that Ahmed suffers a mysterious illness that slowly turns his body into metal?"
Three | Tri,/en/movie-tiff/movie/14564,"Three stories unfold in Yugoslavia in the beginning, the middle, and the end of World War II. The connecting link is the main protagonist, who is involved in a violent act as an eye-witness, an offender and a victim, respectively. Nominated for the Best Foreign Language Film Academy Award and arguably the best Partizan film of Yugoslavian cinema, Aleksandar Petroviċ's anti-war drama is an allusive and masterfully directed film about death and the common people shattered by the grinding wheels of war."
Octopus Skin | La Piel Pulpo,/en/movie-tiff/movie/14701,"Seventeen-year-old twins Iris and Ariel live with their mother and older sister Lía on a rocky island full of mollusks and reptiles. The adolescents have grown up isolated from the continent, in a fraternal relationship exceeding the limits of normal intimacy between siblings and in transcendental connection with nature. Following months caught up in a love-hate relationship with her children, their mother commits suicide. Her sudden death deeply affects the siblings and Iris, driven by a strong need to get away from her brother, decides to go to the city alone for the first time. A film that seems made by the four elements of matter invites us to a secluded psychological and natural landscape, reminding us (in the words of John Dunne) that “no man is an island.”"
To Each Their Voice: Theo Angelopoulos & Nikos Panayotopoulos | Θόδωρος Αγγελόπουλος – Νίκος Παναγιωτόπουλος: Ο καθένας και η μουσική του,/en/movie-tiff/movie/14717,"In the mid-80s, Aegokeros publishing house intended, although without success, to publish a magazine themed around film and the theater. The main topic of each issue would be a conversation (in the form of an interview) between two auteurs, either of cinema or theater. Theo Angelopoulos and Nikos Panayotopoulos were chosen by the editorial board for the first issue. The two of them were indisputably the key figures of Greek cinema at the time, and they were also placed among the pioneers of New Greek Cinema. In this context, Antonis Kokkinos and Yannis Soldatos recorded a three-hour interview between Theo and Nikos, on a summer evening at Angelopoulos’s house in the area of Mati, by the sea of Attica. The interview brought to the fore their shared trajectory, but also the different routes they followed from one point onwards, starting from their years in Paris and moving to their spectacularly failed attempt to prepare Angelopoulos’s first film – In the short film The Forminx, Panayotopoulos worked as an assistant director. Thirty-five years later, this previously unreleased conversation was traced in-between tapes and transcripts! Given that the two protagonists have passed away, this conversation stands as a valuable piece of documentation of the creators’ perspective on their own work (both the existing and the future), as well as a thorough insight into New Greek Cinema and world cinema by and large."
Dodo | Dodo,/en/movie-tiff/movie/14620,"A dodo, a bird extinct for the last 300 years, shows up at the villa of a formerly wealthy family in Athens. The owners are counting down the critical two days to their daughter’s wedding, which will bring their financial salvation. In Dodo’s presence, the already thin line between sanity and madness collapses as the situation spins out of control."
Return to Dust | Yin Ru Chen Yan,/en/movie-tiff/movie/14713,"Time is essential in both cinema and farming according to director Li Ruijun, who returns to his familiar hometown in rural China to tell the story of Ma and Cao, two lonely middle-aged people who are pushed into an arranged marriage. Faced with the adversity of nature and farm life, the couple seeks to understand the Earth’s cycles and find harmony in the ever-changing challenges of the farming process, as their own bond begins to blossom. Ruijun brings to the screen the virtues and simple pleasures of a traditional way of rural life, in a graceful, subtle, and soulful film that poetically underscores the bond between humans and the land in a fast-changing China."
Cloves & Carnations | Bir Tutam Karanfil,/en/movie-tiff/movie/14493,"In the snowy and desolate roads of South Eastern Anatolia. An elderly refugee carries the corpse of his deceased wife to their homeland, with his 12-year-old granddaughter still carrying the trauma of war... Their journey becomes more difficult as they get closer to the border of a country at war. Once they get caught up by the police, their ways separate into three different destinations. Embarking from the conviction that we are all immigrants in this world, as we somehow came here and we will soon have to go back, this beautifully crafted film about the journey and rituals of loss and mourning asks persistently a burning question. After all, what are the things we carry?"
Ioanna | Ioanna,/en/movie-tiff/movie/14542,"Ioanna cleans fish on a lonely island, and only dreams of an old love from Germany. Apart from her memories of him, she has nothing but a faded postcard. The longing makes her travel. Penniless, she moves through a ramshackle Europe. A bear finds the sleeping Ioanna. And Ioanna, who has been mute until now, finds her voice again."
Leonor Will Never Die,/en/movie-tiff/movie/14473,"Leonor Reyes was once a major player in the Filipino film industry after creating a string of successful action films, but now her household struggles to pay the bills. When she reads an advertisement looking for screenplays, Leonor begins tinkering with an unfinished script about the quest of young, noble Ronwaldo, forced to avenge his brother’s murder at the hand of thugs. While her imagination provides some escape from reality, she goes all-in after an accident involving a television knocks her out, sends her into a coma, and transports her inside the incomplete movie. Now Leonor can play out her wildest dreams firsthand and discover the perfect ending to her story. With her feature film debut, a newcomer director expresses a joyous love for cinema through the film’s irreverent form and the wide-eyed, endearing lead performance. Ramirez Escobar concocts a winning mixture of zany misadventures, awesome period re-creations, and self-reflective storytelling while grounding the story in the genuine emotions of a family suddenly torn apart."
The Listener,/en/movie-tiff/movie/14719,"Steve Buscemi returns to directing with a phone-based drama where Beth, a helpline volunteer, spends endless nights listening to the thoughts and feelings of the lonely, broken, hopeless and worried. Conceived during the peak of the recent pandemic, the film's premise recalls the loneliness and social breakdown of the time of covid isolation while Tessa Thompson’s mesmerizing performance brings to life the “other side” of a help hotline, the daily – and nightly – routine and personal challenges of a social worker."
Palm Trees and Power Lines | Palm Trees and Power Lines,/en/movie-tiff/movie/14673,"Seventeen-year-old Lea spends her summer break aimlessly tanning in her backyard with her best friend, tiptoeing around her needy mother, and getting stoned with a group of boys from school. This monotony is interrupted by a chance encounter with Tom, an older man who promises an alternative to Lea’s unsatisfying adolescent life. But as things progress between them, red flags about Tom’s life begin to surface, and Lea chooses to ignore them. Under Tom’s influence, Lea begins to see her mom as unfit and her friends as a waste of her time. Isolated from those around her, Lea discovers Tom’s true intentions and finds herself in a situation that she never could have imagined."
The Strange Case of Jacky Caillou | Jacky Caillou,/en/movie-tiff/movie/14684,"Small village, high in the French Alps, today. Jacky Caillou lives with his loving grandmother Gisele, a magnetic healer respected by all. Elsa, a young woman comes from the city to consult: a strange hairy dark stain grows on her back… When the village starts to suffer herd killings, and his grandmother pass away, Jacky urgently needs to understand if he inherited the ancestral gift. Will he manage to save both Elsa and his village?"
Seven Songs from the Tundra | Seitsemän laulua tundralta,/en/movie-tiff/movie/14506,"Seven Songs of the Tundra takes place amidst the infinite white tundra, where a small religious cult sacrifices a reindeer. A ceremonial song accompanies the sacrifice, triggering a narrative divided into seven chapters, which re-enacts a pivotal point in the Nenets natives’ history. Deprived of their independence and prosperity, the nomadic reindeer breeders were ostracized from their homeland and asked to abandon not only their language and traditions but also their children that were forced to enroll in boarding schools. Bordering on the threshold between documentary and fiction, the first movie ever to be shot in the Nenets language is a touching drama that explores the deep wounds inflicted by the loss of identity and the struggle for survival."
My Emptiness and I | Mi vacío y yo,/en/movie-tiff/movie/14463,"Raphi is young, androgynous, and naive. In Barcelona, she begins a gender transition as well as an arduous journey to find her true identity. We follow this brace trans woman during this essential, if confusing, period of metamorphosis: We see her in her everyday life, as she talks candidly with colleagues, queer friends, and the men she meets through apps. Despite all the advice she receives, it turns out that it is mostly time and experience that will help her embrace her place in this world. Created in response to an urge (or the urgency) to portray the life of trans people in the first person – not only making them participants in the project, but placing them at the core of the creative process, becoming active subjects, and not objects of representation – this delicate, emotionally intelligent feature shot by the director of Sediments (Special Jury Prize at the 2021 Thessaloniki Documentary Festival) reformulates the ever-timely issues of identity politics and inclusion."
Blue Jean,/en/movie-tiff/movie/14706,"England, 1988. Margaret Thatcher’s Conservative government has introduced Section 28, a clause of the Local Government Act which seeks to prohibit “the promotion of homosexuality” by local authorities across the United Kingdom. For Jean, a gym teacher whose sexuality is a secret from her colleagues, the threat is immediate and real: if exposed, her love life could cost her her job. At work, every sidelong glance, every whisper, and every query about Jean’s private life is a threat. But sympathy from her girlfriend Viv, also feels limited. Out and proud, and part of a cooperative of similarly assertive lesbian women, Viv regards secrecy as a capitulation to an increasingly oppressive system. As pressure mounts from all sides, the arrival of a new girl at school catalyses a crisis that will challenge Jean to her core. Anchored by a stunning performance from Rosy McEwen, this poised and penetrating debut of Georgia Oakley grips like a thriller, whilst exploring with intense sensitivity a period in British history the effects of which still resonate in countless lives today."
Next Sohee | Da-Eum-So-Hee,/en/movie-tiff/movie/14537,"When an intelligent and discreet police detective is assigned to investigate the death of a high school student she knew from their mutual dance class, a nightmarish journey begins. As the detective unravels the dark events of the girl’s past and her harsh working conditions, the investigation takes an emotional turn and the once-composed professional begins to boil with rage. A mature sophomore film offers a chilling insight into the exploitation of unpaid internships, a contemporary network of silent enablers, and the horror of being alone in a hostile world."
A Metaphysical Education | A Metaphysical Education,/en/movie-tiff/movie/14595,"A champion runner finds himself torn between winning a race and compulsively amassing any object he finds on his way. The film came about from a workshop run by Balázs Lóth in Budapest called Celluloid Műhely. Each participant was given complete freedom to make anything as long as the production didn’t exceed one roll of 16mm film, which was donated by the workshop."
Berberian Sound Studio | Berberian Sound Studio,/en/movie-tiff/movie/14510,"1976: Berberian Sound Studio is one of the cheapest, sleaziest post-production studios in Italy. Only the most sordid horror films have their sound processed and sharpened in this studio. Gilderoy, a naive and introverted sound engineer from England is hired to orchestrate the sound mix for the latest film by horror maestro, Santini. Thrown from the innocent world of local documentaries into a foreign environment fuelled by exploitation, Gilderoy soon finds himself caught up in a forbidding world of bitter actresses, capricious technicians and confounding bureaucracy. The longer Gilderoy spends mixing screams and the bloodcurdling sounds of hacked vegetables, the more homesick he becomes for his garden shed studio in his hometown of Dorking. His mother’s letters alternate between banal gossip and an ominous hysteria, which gradually mirrors the black magic of Santini’s film. As both time and realities shift, Gilderoy finds himself lost in an otherworldly spiral of sonic and personal mayhem, and has to confront his own demons in order to stay afloat in an environment ruled by exploitation both on and off screen."
Berberian Sound Studio (short version) | Berberian Sound Studio (short version),/en/movie-tiff/movie/14596,"Two foley artists make sound effects for a cheap B-movie. A teaser (or perhaps appetizer) for Peter Strickland’s masterpiece, manages to contain his intoxicating, immersive universe in one single minute."
Tommy Guns | Nação Valente,/en/movie-tiff/movie/14580,"In 1974, after years of civil war, the Portuguese and their descendants fled the colony of Angola where independentist groups gradually claimed their territory back. While a tribal girl discovers love and death when her path crosses that of a young Portuguese soldier, a group of Portuguese soldiers barracked inside an infinite wall are called to escape once the past comes out of the grave to claim its long-awaited justice. Borrowing its original title from the lyrics of Portugal’s national anthem, this visually arresting and uncompromising film is at once a relentless study of colonialism and a parable of the devastation of warfare. Blending genres and tones, this imagi-nation in chiaroscuro is an ode to male beauty and mortality, vaguely alluding to the quasi-metaphysical cinema of Pedro Costa."
Broadway | Broadway,/en/movie-tiff/movie/14629,"Nelly has escaped from her wealthy and controlling family. As she dances in a strip club, she meets Markos, a charismatic gangster, who helps her run away from her stepfather’s henchmen. Markos becomes her protector and lover. He brings her into Broadway, an abandoned entertainment complex squatted by a community of dancers, tramps and thieves."
Silence 6-9 | Ησυχία 6-9,/en/movie-tiff/movie/14628,"Aris and Anna meet one evening in a half-abandoned, coastal town, which is surrounded by antennas; the antennas emit strange sounds and enable the transmission of the voices of the Lost Ones – inhabitants who have suddenly and inexplicably disappeared. In this strange world, Aris and Anna fall in love. A few days later, Anna disappears."
Fools | Głupcy,/en/movie-tiff/movie/14499,"Marlena (62) and Tomasz (42), hidden away from the world in a small seaside town, have been in a happy relationship for many years. Their intricately woven everyday life slowly begins to crumble when, against Tomasz’s will, Marlena allows her son to move in with them. As the past comes back to them in full force they will have to redefine their love, choices and life."
Iman | Iman,/en/movie-tiff/movie/14631,"Abdallah, an Arab Muslim civil engineer, has to come to terms with his own responsibility in the collapse of a building, which caused the death of 7 people. Having been radicalized, Iman and Leila, are sent to Cyprus on a secret mission. Michelle, a lonely teenager falls for Angelos, a domineering young man with racist beliefs. Three stories, each involving characters whose actions mark the difference between life and death, are defined by their search for redemption."
Men of Deeds | Oameni de treabă,/en/movie-tiff/movie/14518,"Ilie, a small-town police chief, wants to build a modest, comfortable life for himself, but ends up making the wrong choices. Middle-aged and alienated, he feels the need to be a part of something – to build an orchard, even a home. Although dubious things happen in the village, Ilie only sees what suits him. The moment he gets involved in the village marks the beginning of his collapse. In a vacuum of solutions, he tries to be what he has never been before: the justice seeker who arrests everyone guilty. A nuanced, ironic, exploration of the foundations of toxic masculinity and the inability (or unwillingness) to fit the traditional social standards, featuring one of the best performances in contemporary Romanian cinema."
Godland | Vanskabte Land - Volaða Land,/en/movie-tiff/movie/14677,"At the end of the 19th century, a young Danish priest travels to a remote part of Iceland to build a church and to photograph its people. But the deeper he penetrates into the inner of this imposing place, the further away he diverts from his purpose, his mission and his morals. One of the most sensational films that premiered in this year's Cannes (Un Certain Regard competition), the mystic Godland by Icelander Hlynur Pálmason, poses every huge supernatural and existential question (human's place within nature and the universe, faith and fear of God, the quest for what connects us with the Other, reconciliation with death as a means of overcoming agony), utilizing an impressive film discourse that reminds us from Terrence Malick to Dreyer and Bergman, and from (the similarly thematic) Silence by Martin Scorcese to the magnificent Calvary by John Michael McDonaugh. A film experience that one more so lives through than merely watches, but made for the big screen, despite its overall magnitude."
Blank Narcissus (Passion of the Swamp) | Blank Narcissus (Passion of the Swamp),/en/movie-tiff/movie/14592,"An aging porno director (played by Michael Brandon from Dario Argento’s Four Flies on Grey Velvet) makes a commentary in 2022 for the DVD of an underground 16mm film he made in 1972 and was recently rediscovered. As the beautiful stud in the film undergoes a series of erotic reveries, the director laments his doomed love affair with his protagonist."
Flux Gourmet | Flux Gourmet,/en/movie-tiff/movie/14475,"Peter Strickland’s fifth feature takes place in an art residency led by an upper-class aesthete who has invited a culinary collective to perform their “sonic catering” practice for a month. Hired to report on their creative process, a Greek writer begins to suffer from indigestion, to which the institution’s sarcastic doctor responds by advising him to “let food be his medicine.” While his intestinal disorders force him to acknowledge his own malaise, the collective is undermined by internal quarrels as well as external assaults from a group of sardonic, rejected candidates. Strickland’s gory comedy reconnects the image with those organic processes that art usually deems to be impure and unacceptable. Not as a provocation, but to remind us that the imagination should not be seen as separate from the natural realm."
Paris is in Harlem | Paris is in Harlem,/en/movie-tiff/movie/14727,"On the eve of New York City’s controversial “No Dancing” Law getting repealed, the lives of several strangers are forever changed by a shooting at a historic jazz bar in Harlem. Paris is in Harlem is a symphonic story devoted to the song which is America today – a song of separation, division, and confusion. A world failed by words, a world where only music can transport us to a place where “everything’s gonna be alright.”"
Will-o'-the-Wisp | Fogo-Fátuo,/en/movie-tiff/movie/14680,"On his deathbed, his royal highness Alfredo, a king without a crown, reminisces about his youth and the time when he dreamed of becoming an “ordinary” fireman. The encounter with instructor Afonso, a young black man/dancer from the fire brigade, opens a new chapter in the lives of the two young men, who dive deep into love and desire with the will to change the status quo. One of the most idiosyncratic directors of our time revisits the musical comedy genre only to experiment with its limits. João Pedro Rodrigues embraces social and cinematographic stereotypes and twists them in new directions. The result is a fresh and witty film, full of love, both romantic and physical, music, and theatre."
I Even Met Happy Gypsies | Skupljači Perja,/en/movie-tiff/movie/14563,"Bora the Gypsy is married to an older woman, and he falls in love with the younger Tissa, who is being offered in marriage by her father, to a young gypsy man. This marriage arrangement is according to custom. Tissa rejects her husband, claiming he is not able to consummate the marriage, and Bora joins her. They get a monk in the mountains to marry them. Unable to return to the Gypsy camp, Tissa tries to reach Belgrade on her own, but a couple of truck drivers rape her, so she does return in misery to her tribe. Meanwhile, Bora defends his honor the traditional way, in a knife duel, and kills his opponent. Therefore he, too, must leave the tribe. And yet, we’ll find happy gypsies..."
To the North | Spre Nord,/en/movie-tiff/movie/14566,"1996, open sea. During his shift on a transatlantic ship’s deck, Joel, a religious Filipino sailor, discovers Dumitru, a Romanian stowaway hidden between some containers. If he is spotted by the Taiwanese officers running the vessel, Dumitru is at risk to be thrown overboard. Joel decides to hide him, as a sign of his gratitude toward God. Soon, a dangerous cat and mouse game begins. When his crew, his own friends, and even God himself start to turn their backs on him, Joel learns that he has to face his cruel destiny alone. Inspired by a true story and first formulated as a radio documentary, this is a story – in the words of its own creator – “about moral choices, kindness and compromise, courage and fear. A film that could speak to people about their own lives.”"
Under the Fig Trees,/en/movie-tiff/movie/14687,"Among the trees, young women and men working the summer harvest develop new feelings, flirt, try to understand each other, find – and flee – deeper connections. An engaging depiction of summer flirtations and gentle exploration of sisterhood, shot in a vibrant, “enclosed” open-air space, without scripted dialogue, but full of flavors, scents, and textures."
It Rains in my Village | Biće skoro propast sveta,/en/movie-tiff/movie/14562,"In a Vojvodinian village, the owner of a café is in conflict with a hog dealer. In order to get revenge, the owner and his friends persuade the half-drunk hog dealer to marry the village jester. In the meantime, a young teacher comes to town and the hog dealer falls in love with her. Thinking his wife now bothers him, he decides to murder her..."
A Little Love Package,/en/movie-tiff/movie/14484,"Vienna, 2019 – the end of an era. The smoking ban in public places means that a part of Kaffeehaus culture has disappeared. Of all moments, this is the one that Angeliki (impersonated by terrific Angeliki Papoulia) chooses to buy an apartment with help from her interior designer friend, Carmen. Angeliki seems to have something against all of them: either the parquet floors creak, the tiles are the wrong color or she is bothered by the proximity to a restaurant. How will she ever find a new home in this environment? Carmen feels like she’s talking to a brick wall. Moreover, she simply cannot understand why Angeliki is refusing to part with her money. Journeying from Vienna to Andalusia, via salt flats overcast by mysterious shadows, Gastón Solnicki’s fifth feature film is a brilliant lesson in generosity. A classic comedy dominated by women, which brings together actors and non-actors in a lively, fragmented story – a subtle and witty homage to one of the most photogenic capitals of Europe, which discovers bygone splendor in ordinary things."
"The Taste of Apples Is Red | Ta'am al Tufah, Ahmar",/en/movie-tiff/movie/14708,"Kamel has spent his entire life in a small village in the Golan Heights, not far from the Syrian border. He becomes a respected religious leader. The troubles of his early life seem long gone, despite the war tearing the country apart. One night, a light knock on the door changes everything. Kamel's younger brother, Mustafa, shows up wounded 50 years after disappearing across the border. Kamel must now must make an impossible decision between family and duty."
The Dam | Le Barrage,/en/movie-tiff/movie/14685,"Sudan, near the Merowe dam. Maher works in a traditional brickyard fed by the waters of the Nile. Every evening, he secretly wanders off into the desert to build a mysterious construction made of mud. While the Sudanese people rise to claim their freedom, his creation starts to take a life of its own… Part of a larger project devoted to the landscapes and expansive geographies of violence, this chilling, imposing film identifies how violent crises are rendered invisible in particular environments, and makes tangibles how political, social and geopolitical events are embedded in the most surprising places."
The Magic Glass | Το μαγικό γυαλί,/en/movie-tiff/movie/14575,"Through a seemingly light-hearted approach to depicting different minor incidents in a married couple’s everyday life, the film tackles their fragile relationship, which is threatened from both the inside and the outside."
Suro | Suro,/en/movie-tiff/movie/14550,"Elena and Ivan are about to embark on a new chapter in their lives. They are leaving the megacity of Barcelona and moving to rural Catalonia to take over a cork oak plantation. Their cork business is not only to provide them with a new livelihood, but it is also to be run fairly and sustainably. With all their ideals, Elena and Ivan come up against a harsh reality: City, country, desire, reality and gender roles all collide. And the two are soon heading for a crisis that will not only test their joint project, but also their entire relationship. Created with a light touch, the film uses the subtle hints and meaningful glances of its characters to tell of the balance of power in a modern relationship."
Travelling Ghosts | Fantasmata tis Epanastasis,/en/movie-tiff/movie/14627,"Α Greek filmmaker finds himself in Trieste, where he plans to make a documentary following the footsteps of the Greek revolutionary intellectual Rìgas Feràios. While visiting the Greek Orthodox cemetery, a group of ghosts from the 18th century cross his path. A modern comedy based on real historic events."
